Taluka,City_Village,Area_Type,Land_Type,Buyer_Gender,Area_sqft,Rate_per_sqft,Land_Cost,Stamp_Duty_Percent,Stamp_Duty_Amount,Registration_Percent,Registration_Amount,Total_Price,Flood_Risk,Crime_Level,Market_Access,School_Access,Hospital_Access,Growth_Rate,Distance_to_City_Center,Distance_to_Highway
Radhanagari,Rajapur,Rural,Agricultural,Female,9000,320,2880000,2,57600,1,28800,2966400,Medium,Low,4,4,4,0.04,37.0,11.0
Shirol,Lat,Rural,Residential,Male,2500,870,2175000,3,65250,1,21750,2262000,High,Low,4,4,4,0.03,38.0,15.0
Karveer,Tarabai Park,Urban,Commercial,Male,2100,9250,19425000,6,1165500,1,30000,20620500,Medium,Low,10,9,10,0.13,1.5,10.0
Panhala,Warnanagar,Semi-Urban,Residential,Male,4500,2530,11385000,4,455400,1,30000,11870400,Low,Medium,8,7,7,0.06,15.0,2.0
Panhala,Warnanagar,Semi-Urban,Residential,Female,5500,2530,13915000,3,417450,1,30000,14362450,Low,Medium,8,7,7,0.06,15.0,2.0
Hatkanangale,Vathar,Semi-Urban,Residential,Female,4500,1780,8010000,3,240300,1,30000,8280300,Low,Low,5,5,5,0.06,19.0,17.0
Chandgad,Here,Rural,Agricultural,Male,1900,310,589000,3,17670,1,5890,612560,Medium,Low,4,4,4,0.04,36.0,10.0
Hatkanangale,Ichalkaranji,Urban,Commercial,Male,4600,3750,17250000,6,1035000,1,30000,18315000,Medium,Medium,8,8,7,0.1,25.0,22.0
Kagal,Sangaon,Rural,Residential,Male,8000,1130,9040000,3,271200,1,30000,9341200,Medium,Low,5,5,5,0.04,25.0,14.0
Bhudargad,Gargoti,Semi-Urban,Agricultural,Male,3600,760,2736000,4,109440,1,27360,2872800,Low,Medium,6,6,6,0.05,22.0,6.0
Hatkanangale,Kabnur,Semi-Urban,Residential,Male,3600,2160,7776000,4,311040,1,30000,8117040,Low,Medium,6,6,6,0.05,17.0,15.0
Shahuwadi,Bambavade,Rural,Agricultural,Female,3000,410,1230000,2,24600,1,12300,1266900,Medium,Low,5,5,5,0.04,28.0,7.0
Radhanagari,Rajapur,Rural,Residential,Male,10000,670,6700000,3,201000,1,30000,6931000,Medium,Low,4,4,4,0.04,37.0,11.0
Hatkanangale,Ichalkaranji,Urban,Residential,Female,900,3080,2772000,5,138600,1,27720,2938320,Medium,Medium,8,8,7,0.1,25.0,22.0
Chandgad,Kowad,Rural,Commercial,Female,4500,510,2295000,2,45900,1,22950,2363850,High,Low,4,4,3,0.03,38.0,11.0
Panhala,Kale,Semi-Urban,Residential,Male,1200,2290,2748000,4,109920,1,27480,2885400,Low,Low,6,6,6,0.05,20.0,5.0
Gadhinglaj,Harali,Rural,Residential,Female,6000,710,4260000,2,85200,1,30000,4375200,Low,Low,4,4,4,0.03,45.0,15.0
Bhudargad,Kadgaon,Rural,Residential,Female,5000,850,4250000,2,85000,1,30000,4365000,Medium,Low,5,5,5,0.04,28.0,7.0
Chandgad,Chandgad,Rural,Agricultural,Female,6000,360,2160000,2,43200,1,21600,2224800,Medium,Low,5,5,5,0.04,35.0,9.0
Panhala,Kale,Semi-Urban,Residential,Female,1500,2290,3435000,3,103050,1,30000,3568050,Low,Low,6,6,6,0.05,20.0,5.0
Radhanagari,Radhanagari,Rural,Agricultural,Female,10000,460,4600000,2,92000,1,30000,4722000,High,Low,5,5,5,0.04,35.0,9.0
Shahuwadi,Sarud,Rural,Residential,Male,2300,410,943000,3,28290,1,9430,980720,High,Low,4,4,3,0.03,33.0,9.0
Radhanagari,Rajapur,Rural,Commercial,Male,5500,1010,5555000,3,166650,1,30000,5751650,Medium,Low,4,4,4,0.04,37.0,11.0
Hatkanangale,Hupari,Semi-Urban,Residential,Male,2600,2730,7098000,4,283920,1,30000,7411920,Medium,Low,6,6,6,0.08,20.0,25.0
Bhudargad,Admapur,Rural,Residential,Female,9000,780,7020000,2,140400,1,30000,7190400,Low,Low,5,5,5,0.04,26.0,6.0
Kagal,Murgud,Semi-Urban,Residential,Male,1600,1680,2688000,4,107520,1,26880,2822400,Low,Low,6,6,5,0.05,39.0,20.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Industrial,Female,2800,2050,5740000,3,172200,1,30000,5942200,Low,Medium,8,8,8,0.09,40.0,14.0
Karveer,Shiye,Semi-Urban,Industrial,Female,3000,1840,5520000,3,165600,1,30000,5715600,Low,Low,8,7,7,0.09,5.0,3.0
Radhanagari,Tarale,Rural,Residential,Female,10000,830,8300000,2,166000,1,30000,8496000,Medium,Low,5,5,4,0.04,33.0,10.0
Shirol,Nrusinhawadi,Rural,Residential,Male,4500,1840,8280000,3,248400,1,30000,8558400,High,Low,5,5,4,0.04,40.0,17.0
Kagal,Sangaon,Rural,Agricultural,Male,1700,540,918000,3,27540,1,9180,954720,Medium,Low,5,5,5,0.04,25.0,14.0
Karveer,Uchgaon,Semi-Urban,Commercial,Male,1900,3990,7581000,4,303240,1,30000,7914240,Low,Low,8,8,7,0.15,4.0,2.0
Shirol,Yadrav,Rural,Agricultural,Female,1500,530,795000,2,15900,1,7950,818850,Medium,Low,5,5,5,0.04,30.0,10.0
Karveer,Shiroli,Semi-Urban,Residential,Male,3000,2930,8790000,4,351600,1,30000,9171600,High,Medium,8,6,6,0.09,10.0,2.0
Gadhinglaj,Mahagoan,Rural,Residential,Female,7000,830,5810000,2,116200,1,30000,5956200,Medium,Low,5,5,4,0.04,35.0,10.0
Chandgad,Kowad,Rural,Agricultural,Female,2500,200,500000,2,10000,1,5000,515000,High,Low,4,4,3,0.03,38.0,11.0
Karveer,Gandhinagar,Urban,Residential,Male,1700,2340,3978000,6,238680,1,30000,4246680,Low,Low,8,8,8,0.08,3.0,6.0
Gaganbawada,Sakhari,Rural,Agricultural,Male,9000,310,2790000,3,83700,1,27900,2901600,High,Low,4,4,4,0.04,40.0,12.0
Radhanagari,Ghotawade,Rural,Commercial,Male,3000,460,1380000,3,41400,1,13800,1435200,High,Low,4,4,3,0.03,38.0,12.0
Gadhinglaj,Mahagoan,Rural,Residential,Female,2900,860,2494000,2,49880,1,24940,2568820,Medium,Low,5,5,4,0.04,35.0,10.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Commercial,Female,2000,3510,7020000,3,210600,1,30000,7260600,Low,Medium,8,8,8,0.09,40.0,14.0
Gadhinglaj,Halkarni,Rural,Residential,Female,2100,970,2037000,2,40740,1,20370,2098110,Low,Low,6,7,4,0.03,60.0,12.0
Kagal,Bidri,Rural,Agricultural,Male,2900,460,1334000,3,40020,1,13340,1387360,Medium,Low,5,5,5,0.03,30.0,18.0
Panhala,Kodoli,Semi-Urban,Agricultural,Female,2600,970,2522000,3,75660,1,25220,2622880,Low,Medium,7,7,6,0.06,16.0,3.0
Hatkanangale,Alas,Rural,Residential,Female,2900,1010,2929000,2,58580,1,29290,3016870,High,Low,4,4,4,0.03,25.0,22.0
Ajra,Uttur,Rural,Residential,Female,7000,790,5530000,2,110600,1,30000,5670600,Medium,Low,5,5,5,0.04,32.0,9.0
Shahuwadi,Malkapur,Semi-Urban,Commercial,Male,4000,2760,11040000,4,441600,1,30000,11511600,Low,Medium,7,6,6,0.05,20.0,5.0
Karveer,Shiye,Semi-Urban,Agricultural,Male,1300,1050,1365000,4,54600,1,13650,1433250,Low,Low,8,7,7,0.09,5.0,3.0
Chandgad,Chandgad,Rural,Agricultural,Male,2500,350,875000,3,26250,1,8750,910000,Medium,Low,5,5,5,0.04,35.0,9.0
Gadhinglaj,Basarge,Rural,Residential,Male,8000,770,6160000,3,184800,1,30000,6374800,Medium,Low,5,5,5,0.04,30.0,7.0
Gaganbawada,Bhuibawada,Rural,Agricultural,Male,4000,340,1360000,3,40800,1,13600,1414400,Medium,Low,5,5,4,0.04,38.0,11.0
Gadhinglaj,Halkarni,Rural,Agricultural,Female,1900,410,779000,2,15580,1,7790,802370,Low,Low,6,7,4,0.03,60.0,12.0
Shirol,Kurundwad,Semi-Urban,Industrial,Female,3200,1420,4544000,3,136320,1,30000,4710320,High,Low,7,7,6,0.06,35.0,33.0
Karveer,Gandhinagar,Urban,Commercial,Female,1500,3340,5010000,5,250500,1,30000,5290500,Low,Low,8,8,8,0.08,3.0,6.0
Ajra,Ningudage,Rural,Residential,Female,5500,360,1980000,2,39600,1,19800,2039400,High,Low,4,4,4,0.03,36.0,10.0
Karveer,Gandhinagar,Urban,Commercial,Female,4400,3310,14564000,5,728200,1,30000,15322200,Low,Low,8,8,8,0.08,3.0,6.0
Kagal,Murgud,Semi-Urban,Commercial,Male,2200,1970,4334000,4,173360,1,30000,4537360,Low,Low,6,6,5,0.05,39.0,20.0
Panhala,Kale,Semi-Urban,Commercial,Male,5500,2690,14795000,4,591800,1,30000,15416800,Low,Low,6,6,6,0.05,20.0,5.0
Karveer,Shivaji Peth,Urban,Commercial,Female,900,8270,7443000,5,372150,1,30000,7845150,High,Low,9,8,9,0.07,1.0,7.0
Gaganbawada,Vesarde,Rural,Agricultural,Female,5500,200,1100000,2,22000,1,11000,1133000,High,Low,4,4,3,0.03,44.0,13.0
Kagal,Kapashi,Rural,Residential,Female,5000,1120,5600000,2,112000,1,30000,5742000,Medium,Low,5,5,5,0.04,28.0,12.0
Shirol,Yadrav,Rural,Agricultural,Male,1700,560,952000,3,28560,1,9520,990080,Medium,Low,5,5,5,0.04,30.0,10.0
Radhanagari,Dhamod,Rural,Residential,Female,2900,820,2378000,2,47560,1,23780,2449340,Medium,Low,4,4,4,0.04,36.0,11.0
Kagal,Sangaon,Rural,Residential,Male,3000,1290,3870000,3,116100,1,30000,4016100,Medium,Low,5,5,5,0.04,25.0,14.0
Kagal,Siddhanerli,Rural,Agricultural,Female,2500,460,1150000,2,23000,1,11500,1184500,Low,Low,5,5,5,0.06,26.0,13.0
Shirol,Shirol,Semi-Urban,Residential,Male,1300,1980,2574000,4,102960,1,25740,2702700,High,Medium,7,7,8,0.06,40.0,4.0
Chandgad,Tilari,Rural,Residential,Female,6000,330,1980000,2,39600,1,19800,2039400,High,Low,4,4,3,0.03,40.0,10.0
Karveer,Shiye,Semi-Urban,Industrial,Male,3000,2010,6030000,4,241200,1,30000,6301200,Low,Low,8,7,7,0.09,5.0,3.0
Ajra,Uttur,Rural,Agricultural,Female,7000,330,2310000,2,46200,1,23100,2379300,Medium,Low,5,5,5,0.04,32.0,9.0
Bhudargad,Kadgaon,Rural,Agricultural,Female,6000,350,2100000,2,42000,1,21000,2163000,Medium,Low,5,5,5,0.04,28.0,7.0
Panhala,Kale,Semi-Urban,Residential,Male,4000,2040,8160000,4,326400,1,30000,8516400,Low,Low,6,6,6,0.05,20.0,5.0
Kagal,Kapashi,Rural,Residential,Female,7000,1160,8120000,2,162400,1,30000,8312400,Medium,Low,5,5,5,0.04,28.0,12.0
Radhanagari,Dajipur,Rural,Agricultural,Female,5500,200,1100000,2,22000,1,11000,1133000,High,Low,4,4,3,0.03,40.0,12.0
Karveer,Rajarampuri,Urban,Residential,Male,2200,6870,15114000,6,906840,1,30000,16050840,Medium,Low,9,9,9,0.12,2.0,10.0
Shirol,Nrusinhawadi,Rural,Agricultural,Male,6000,720,4320000,3,129600,1,30000,4479600,High,Low,5,5,4,0.04,40.0,17.0
Bhudargad,Patgaon,Rural,Residential,Male,6000,470,2820000,3,84600,1,28200,2932800,Medium,Low,4,4,4,0.03,32.0,8.0
Radhanagari,Tarale,Rural,Agricultural,Female,1500,360,540000,2,10800,1,5400,556200,Medium,Low,5,5,4,0.04,33.0,10.0
Panhala,Kodoli,Semi-Urban,Residential,Male,3400,2520,8568000,4,342720,1,30000,8940720,Low,Medium,7,7,6,0.06,16.0,3.0
Shahuwadi,Charan,Rural,Agricultural,Female,5000,310,1550000,2,31000,1,15500,1596500,Medium,Low,5,5,5,0.04,30.0,8.0
Ajra,Uttur,Rural,Residential,Female,4000,820,3280000,2,65600,1,30000,3375600,Medium,Low,5,5,5,0.04,32.0,9.0
Radhanagari,Ghotawade,Rural,Industrial,Male,2500,330,825000,3,24750,1,8250,858000,High,Low,4,4,3,0.03,38.0,12.0
Shirol,Kurundwad,Semi-Urban,Commercial,Female,5000,2090,10450000,3,313500,1,30000,10793500,High,Low,7,7,6,0.06,35.0,33.0
Gadhinglaj,Halkarni,Rural,Residential,Female,4500,890,4005000,2,80100,1,30000,4115100,Low,Low,6,7,4,0.03,60.0,12.0
Gadhinglaj,Halkarni,Rural,Residential,Female,9000,940,8460000,2,169200,1,30000,8659200,Low,Low,6,7,4,0.03,60.0,12.0
Karveer,Tarabai Park,Urban,Residential,Male,2900,7420,21518000,6,1291080,1,30000,22839080,Medium,Low,10,9,10,0.13,1.5,10.0
Bhudargad,Patgaon,Rural,Agricultural,Male,5500,200,1100000,3,33000,1,11000,1144000,Medium,Low,4,4,4,0.03,32.0,8.0
Hatkanangale,Hupari,Semi-Urban,Residential,Female,2200,2730,6006000,3,180180,1,30000,6216180,Medium,Low,6,6,6,0.08,20.0,25.0
Ajra,Dewarde,Rural,Agricultural,Female,2300,300,690000,2,13800,1,6900,710700,Medium,Low,4,4,4,0.04,35.0,10.0
Hatkanangale,Rukadi,Rural,Residential,Female,6000,1560,9360000,2,187200,1,30000,9577200,Low,Low,5,5,5,0.04,15.0,13.0
Hatkanangale,Alas,Rural,Agricultural,Male,10000,400,4000000,3,120000,1,30000,4150000,High,Low,4,4,4,0.03,25.0,22.0
Ajra,Madilage,Rural,Agricultural,Male,10000,330,3300000,3,99000,1,30000,3429000,Medium,Low,5,5,5,0.04,34.0,9.0
Shirol,Jaysingpur,Semi-Urban,Residential,Female,1000,2760,2760000,3,82800,1,27600,2870400,Medium,Low,7,7,7,0.06,35.0,25.0
Shahuwadi,Malkapur,Semi-Urban,Industrial,Male,3200,1770,5664000,4,226560,1,30000,5920560,Low,Medium,7,6,6,0.05,20.0,5.0
Bhudargad,Kadgaon,Rural,Agricultural,Male,5000,350,1750000,3,52500,1,17500,1820000,Medium,Low,5,5,5,0.04,28.0,7.0
Panhala,Warnanagar,Semi-Urban,Agricultural,Male,4500,1130,5085000,4,203400,1,30000,5318400,Low,Medium,8,7,7,0.06,15.0,2.0
Karveer,Gokul Shirgaon,Semi-Urban,Residential,Female,5000,1840,9200000,3,276000,1,30000,9506000,Low,Low,7,7,6,0.07,8.0,4.0
Shahuwadi,Bambavade,Rural,Residential,Male,9000,980,8820000,3,264600,1,30000,9114600,Medium,Low,5,5,5,0.04,28.0,7.0
Karveer,Nagala Park,Urban,Commercial,Female,2200,7500,16500000,5,825000,1,30000,17355000,Medium,Low,9,9,9,0.12,2.2,8.0
Gaganbawada,Gaganbawada,Rural,Residential,Male,3500,810,2835000,3,85050,1,28350,2948400,High,Low,5,5,4,0.04,36.0,10.0
Panhala,Kale,Semi-Urban,Commercial,Female,6000,2520,15120000,3,453600,1,30000,15603600,Low,Low,6,6,6,0.05,20.0,5.0
Chandgad,Shinoli,Rural,Residential,Male,9000,850,7650000,3,229500,1,30000,7909500,Medium,Low,5,5,4,0.04,33.0,9.0
Gadhinglaj,Harali,Rural,Residential,Male,5000,740,3700000,3,111000,1,30000,3841000,Low,Low,4,4,4,0.03,45.0,15.0
Gaganbawada,Vesarde,Rural,Residential,Female,6000,360,2160000,2,43200,1,21600,2224800,High,Low,4,4,3,0.03,44.0,13.0
Gadhinglaj,Nesari,Rural,Residential,Male,5000,940,4700000,3,141000,1,30000,4871000,Low,Low,6,6,6,0.04,50.0,20.0
Kagal,Murgud,Semi-Urban,Commercial,Female,1900,2370,4503000,3,135090,1,30000,4668090,Low,Low,6,6,5,0.05,39.0,20.0
Gaganbawada,Sakhari,Rural,Commercial,Female,10000,1010,10100000,2,202000,1,30000,10332000,High,Low,4,4,4,0.04,40.0,12.0
Ajra,Ningudage,Rural,Residential,Male,5500,390,2145000,3,64350,1,21450,2230800,High,Low,4,4,4,0.03,36.0,10.0
Chandgad,Kowad,Rural,Agricultural,Female,2500,200,500000,2,10000,1,5000,515000,High,Low,4,4,3,0.03,38.0,11.0
Chandgad,Kowad,Rural,Residential,Male,1500,370,555000,3,16650,1,5550,577200,High,Low,4,4,3,0.03,38.0,11.0
Ajra,Ajra,Rural,Industrial,Male,9000,690,6210000,3,186300,1,30000,6426300,Medium,Low,5,5,5,0.04,30.0,8.0
Gaganbawada,Sakhari,Rural,Residential,Female,7000,720,5040000,2,100800,1,30000,5170800,High,Low,4,4,4,0.04,40.0,12.0
Karveer,Gandhinagar,Urban,Residential,Female,1400,2600,3640000,5,182000,1,30000,3852000,Low,Low,8,8,8,0.08,3.0,6.0
Chandgad,Shinoli,Rural,Agricultural,Male,2900,370,1073000,3,32190,1,10730,1115920,Medium,Low,5,5,4,0.04,33.0,9.0
Ajra,Ningudage,Rural,Residential,Female,10000,410,4100000,2,82000,1,30000,4212000,High,Low,4,4,4,0.03,36.0,10.0
Hatkanangale,Rukadi,Rural,Agricultural,Male,1700,720,1224000,3,36720,1,12240,1272960,Low,Low,5,5,5,0.04,15.0,13.0
Kagal,Siddhanerli,Rural,Industrial,Female,1700,890,1513000,2,30260,1,15130,1558390,Low,Low,5,5,5,0.06,26.0,13.0
Chandgad,Tilari,Rural,Agricultural,Female,8000,200,1600000,2,32000,1,16000,1648000,High,Low,4,4,3,0.03,40.0,10.0
Radhanagari,Dajipur,Rural,Residential,Female,9000,270,2430000,2,48600,1,24300,2502900,High,Low,4,4,3,0.03,40.0,12.0
Kagal,Bidri,Rural,Residential,Female,7000,1100,7700000,2,154000,1,30000,7884000,Medium,Low,5,5,5,0.03,30.0,18.0
Karveer,Shivaji Peth,Urban,Industrial,Female,2400,5470,13128000,5,656400,1,30000,13814400,High,Low,9,8,9,0.07,1.0,7.0
Shirol,Herwad,Rural,Residential,Female,8000,1640,13120000,2,262400,1,30000,13412400,Medium,Low,5,5,5,0.04,22.0,6.0
Ajra,Dewarde,Rural,Residential,Female,1500,830,1245000,2,24900,1,12450,1282350,Medium,Low,4,4,4,0.04,35.0,10.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Residential,Male,5000,2740,13700000,4,548000,1,30000,14278000,Low,Medium,8,8,8,0.09,40.0,14.0
Hatkanangale,Hupari,Semi-Urban,Agricultural,Male,5000,1020,5100000,4,204000,1,30000,5334000,Medium,Low,6,6,6,0.08,20.0,25.0
Shahuwadi,Amba,Rural,Residential,Female,1500,420,630000,2,12600,1,6300,648900,High,Low,4,4,3,0.03,35.0,9.0
Kagal,Sangaon,Rural,Industrial,Female,1700,990,1683000,2,33660,1,16830,1733490,Medium,Low,5,5,5,0.04,25.0,14.0
Kagal,Kapashi,Rural,Agricultural,Male,2900,440,1276000,3,38280,1,12760,1327040,Medium,Low,5,5,5,0.04,28.0,12.0
Shirol,Herwad,Rural,Residential,Female,5500,1440,7920000,2,158400,1,30000,8108400,Medium,Low,5,5,5,0.04,22.0,6.0
Shirol,Shirol,Semi-Urban,Commercial,Male,1300,2380,3094000,4,123760,1,30000,3247760,High,Medium,7,7,8,0.06,40.0,4.0
Shahuwadi,Amba,Rural,Commercial,Male,2300,510,1173000,3,35190,1,11730,1219920,High,Low,4,4,3,0.03,35.0,9.0
Hatkanangale,Vathar,Semi-Urban,Residential,Male,3800,1880,7144000,4,285760,1,30000,7459760,Low,Low,5,5,5,0.06,19.0,17.0
Shirol,Yadrav,Rural,Agricultural,Male,2500,640,1600000,3,48000,1,16000,1664000,Medium,Low,5,5,5,0.04,30.0,10.0
Panhala,Kodoli,Semi-Urban,Residential,Female,2000,2090,4180000,3,125400,1,30000,4335400,Low,Medium,7,7,6,0.06,16.0,3.0
Kagal,Bidri,Rural,Industrial,Male,2100,940,1974000,3,59220,1,19740,2052960,Medium,Low,5,5,5,0.03,30.0,18.0
Gadhinglaj,Kadgaon,Rural,Residential,Female,5000,920,4600000,2,92000,1,30000,4722000,Medium,Low,5,5,5,0.04,30.0,7.0
Chandgad,Kudnur,Rural,Residential,Male,5500,840,4620000,3,138600,1,30000,4788600,Medium,Low,5,5,4,0.04,34.0,9.0
Karveer,Nagala Park,Urban,Commercial,Male,5000,7540,37700000,6,2262000,1,30000,39992000,Medium,Low,9,9,9,0.12,2.2,8.0
Kagal,Siddhanerli,Rural,Residential,Male,3500,1080,3780000,3,113400,1,30000,3923400,Low,Low,5,5,5,0.06,26.0,13.0
Shahuwadi,Charan,Rural,Residential,Male,3500,800,2800000,3,84000,1,28000,2912000,Medium,Low,5,5,5,0.04,30.0,8.0
Shirol,Yadrav,Rural,Agricultural,Female,9000,530,4770000,2,95400,1,30000,4895400,Medium,Low,5,5,5,0.04,30.0,10.0
Bhudargad,Waghapur,Rural,Agricultural,Female,1700,300,510000,2,10200,1,5100,525300,Medium,Low,4,4,4,0.04,29.0,7.0
Hatkanangale,Vathar,Semi-Urban,Residential,Female,4000,1860,7440000,3,223200,1,30000,7693200,Low,Low,5,5,5,0.06,19.0,17.0
Shahuwadi,Sarud,Rural,Residential,Female,2300,360,828000,2,16560,1,8280,852840,High,Low,4,4,3,0.03,33.0,9.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Residential,Female,3000,1960,5880000,3,176400,1,30000,6086400,Medium,Low,6,6,6,0.07,16.0,14.0
Bhudargad,Kadgaon,Rural,Residential,Male,1500,900,1350000,3,40500,1,13500,1404000,Medium,Low,5,5,5,0.04,28.0,7.0
Shahuwadi,Malkapur,Semi-Urban,Agricultural,Female,1000,860,860000,3,25800,1,8600,894400,Low,Medium,7,6,6,0.05,20.0,5.0
Ajra,Uttur,Rural,Commercial,Male,2900,1020,2958000,3,88740,1,29580,3076320,Medium,Low,5,5,5,0.04,32.0,9.0
Karveer,Gandhinagar,Urban,Commercial,Male,3600,3130,11268000,6,676080,1,30000,11974080,Low,Low,8,8,8,0.08,3.0,6.0
Bhudargad,Pimpalgoan,Rural,Residential,Male,2900,450,1305000,3,39150,1,13050,1357200,Medium,Low,4,4,4,0.03,30.0,8.0
Bhudargad,Patgaon,Rural,Agricultural,Male,2900,200,580000,3,17400,1,5800,603200,Medium,Low,4,4,4,0.03,32.0,8.0
Ajra,Ajra,Rural,Residential,Female,2700,910,2457000,2,49140,1,24570,2530710,Medium,Low,5,5,5,0.04,30.0,8.0
Shirol,Yadrav,Rural,Agricultural,Male,2100,580,1218000,3,36540,1,12180,1266720,Medium,Low,5,5,5,0.04,30.0,10.0
Hatkanangale,Hupari,Semi-Urban,Industrial,Male,6000,1950,11700000,4,468000,1,30000,12198000,Medium,Low,6,6,6,0.08,20.0,25.0
Karveer,Gandhinagar,Urban,Residential,Male,2400,2690,6456000,6,387360,1,30000,6873360,Low,Low,8,8,8,0.08,3.0,6.0
Shirol,Kurundwad,Semi-Urban,Residential,Male,3400,1960,6664000,4,266560,1,30000,6960560,High,Low,7,7,6,0.06,35.0,33.0
Chandgad,Kudnur,Rural,Residential,Female,2900,900,2610000,2,52200,1,26100,2688300,Medium,Low,5,5,4,0.04,34.0,9.0
Gaganbawada,Salwan,Rural,Residential,Female,10000,330,3300000,2,66000,1,30000,3396000,High,Low,4,4,3,0.03,42.0,12.0
Hatkanangale,Talsande,Semi-Urban,Industrial,Male,5000,1690,8450000,4,338000,1,30000,8818000,Low,Low,6,6,6,0.07,18.0,16.0
Shirol,Jaysingpur,Semi-Urban,Agricultural,Male,3400,1090,3706000,4,148240,1,30000,3884240,Medium,Low,7,7,7,0.06,35.0,25.0
Radhanagari,Dajipur,Rural,Residential,Female,4500,310,1395000,2,27900,1,13950,1436850,High,Low,4,4,3,0.03,40.0,12.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Residential,Female,2000,1910,3820000,3,114600,1,30000,3964600,Medium,Low,6,6,6,0.07,16.0,14.0
Panhala,Panhala,Semi-Urban,Residential,Female,3600,2640,9504000,3,285120,1,30000,9819120,Low,Medium,7,7,6,0.06,18.0,4.0
Hatkanangale,Peth Vadgoan,Semi-Urban,Commercial,Male,2600,2530,6578000,4,263120,1,30000,6871120,Medium,Low,6,6,6,0.07,16.0,14.0
Shahuwadi,Bambavade,Rural,Residential,Male,8000,960,7680000,3,230400,1,30000,7940400,Medium,Low,5,5,5,0.04,28.0,7.0
Ajra,Dewarde,Rural,Agricultural,Female,7000,300,2100000,2,42000,1,21000,2163000,Medium,Low,4,4,4,0.04,35.0,10.0
Ajra,Dewarde,Rural,Agricultural,Female,3000,320,960000,2,19200,1,9600,988800,Medium,Low,4,4,4,0.04,35.0,10.0
Karveer,Shiye,Semi-Urban,Residential,Female,2800,2190,6132000,3,183960,1,30000,6345960,Low,Low,8,7,7,0.09,5.0,3.0
Karveer,Gandhinagar,Urban,Commercial,Female,900,3290,2961000,5,148050,1,29610,3138660,Low,Low,8,8,8,0.08,3.0,6.0
Gadhinglaj,Halkarni,Rural,Commercial,Male,3000,1190,3570000,3,107100,1,30000,3707100,Low,Low,6,7,4,0.03,60.0,12.0
Shirol,Shirol,Semi-Urban,Industrial,Male,2200,1740,3828000,4,153120,1,30000,4011120,High,Medium,7,7,8,0.06,40.0,4.0
Gadhinglaj,Harali,Rural,Agricultural,Female,1700,290,493000,2,9860,1,4930,507790,Low,Low,4,4,4,0.03,45.0,15.0
Hatkanangale,Vathar,Semi-Urban,Residential,Male,1300,1930,2509000,4,100360,1,25090,2634450,Low,Low,5,5,5,0.06,19.0,17.0
Gadhinglaj,Basarge,Rural,Residential,Female,1900,800,1520000,2,30400,1,15200,1565600,Medium,Low,5,5,5,0.04,30.0,7.0
Hatkanangale,Talsande,Semi-Urban,Residential,Male,6000,2400,14400000,4,576000,1,30000,15006000,Low,Low,6,6,6,0.07,18.0,16.0
Panhala,Panhala,Semi-Urban,Residential,Male,2800,2320,6496000,4,259840,1,30000,6785840,Low,Medium,7,7,6,0.06,18.0,4.0
Karveer,Rajarampuri,Urban,Commercial,Female,4400,8500,37400000,5,1870000,1,30000,39300000,Medium,Low,9,9,9,0.12,2.0,10.0
Shirol,Yadrav,Rural,Residential,Female,2300,1410,3243000,2,64860,1,30000,3337860,Medium,Low,5,5,5,0.04,30.0,10.0
Bhudargad,Pimpalgoan,Rural,Agricultural,Female,7000,200,1400000,2,28000,1,14000,1442000,Medium,Low,4,4,4,0.03,30.0,8.0
Shirol,Lat,Rural,Agricultural,Male,1900,390,741000,3,22230,1,7410,770640,High,Low,4,4,4,0.03,38.0,15.0
Shirol,Shirol,Semi-Urban,Residential,Female,3600,2030,7308000,3,219240,1,30000,7557240,High,Medium,7,7,8,0.06,40.0,4.0
Karveer,Gandhinagar,Urban,Commercial,Male,2900,3020,8758000,6,525480,1,30000,9313480,Low,Low,8,8,8,0.08,3.0,6.0
Ajra,Ningudage,Rural,Residential,Female,7000,410,2870000,2,57400,1,28700,2956100,High,Low,4,4,4,0.03,36.0,10.0
Karveer,Gokul Shirgaon,Semi-Urban,Industrial,Female,2000,1610,3220000,3,96600,1,30000,3346600,Low,Low,7,7,6,0.07,8.0,4.0
Karveer,Shiye,Semi-Urban,Agricultural,Male,4500,1060,4770000,4,190800,1,30000,4990800,Low,Low,8,7,7,0.09,5.0,3.0
Gadhinglaj,Gadhinglaj,Semi-Urban,Industrial,Male,3000,2340,7020000,4,280800,1,30000,7330800,Low,Medium,8,8,8,0.09,40.0,14.0
Gadhinglaj,Mungurwadi,Rural,Residential,Female,9000,780,7020000,2,140400,1,30000,7190400,Low,Low,5,5,5,0.04,32.0,8.0
Kagal,Murgud,Semi-Urban,Industrial,Male,5500,1370,7535000,4,301400,1,30000,7866400,Low,Low,6,6,5,0.05,39.0,20.0
Gaganbawada,Bhuibawada,Rural,Commercial,Female,6000,1010,6060000,2,121200,1,30000,6211200,Medium,Low,5,5,4,0.04,38.0,11.0
Kagal,Siddhanerli,Rural,Industrial,Male,6000,880,5280000,3,158400,1,30000,5468400,Low,Low,5,5,5,0.06,26.0,13.0
